Generated ID,Course Name,Type,Course Category,Course Sub Category,Section,Student Program
8733ADB,Supply Chain Management,Schedule,Major Courses,Major Electives,Section A,BSc-BA
8733ADB,Undergraduate Thesis I (BA),Schedule,Major Courses,Capstone,Section A,BSc-BA
8733ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
8733ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section J,BSc-BA
8733ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section C,BSc-CS
8733ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
8733ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CS
8733ADB,Applied Calculus - Part I,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-CS
8733ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section D,BSc-CS
8733ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section F,BSc-CS
8734ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section C,BSc-CS
8734ADB,African Music and the Contemporary Art Music Scene,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CS
8736ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
8736ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
8736ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
8736ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
8736ADB,International Finance,Schedule,Major Courses,Major Electives,Section A,BSc-BA
8748ADB,Embedded Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
8748ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
8748ADB,Internet of Things,Schedule,Major Courses,Major Electives,Section A,BSc-CE
8748ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-CE
8748ADB,Engineering Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CE
8748ADB,Climate Change and Global Innovation,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CE
8755ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
8755ADB,African Music and the Contemporary Art Music Scene,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-MIS
8757ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
8757ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
8757ADB,Organisational Development,Do not schedule,Major Courses,Major Electives,Section A,BSc-BA
8757ADB,Undergraduate Thesis I (BA),Schedule,Major Courses,Capstone,Section A,BSc-BA
8757ADB,Comparative Politics,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
8769ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
8769ADB,Entrepreneurship I,Schedule,Major Courses,Capstone,Section A,BSc-BA
8769ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
8769ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
8769ADB,AI in Business: Empowering Tomorrow's Leaders,Do not schedule,Major Courses,Major Electives,Section A,BSc-BA
8788ADB,Computer Organization and Architecture,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
8788ADB,Signals & Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
8788ADB,Instrumentation for Engineering,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
8788ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
8788ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CE
8792ADB,Embedded Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
8792ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
8792ADB,Machine Learning,Schedule,Major Courses,Major Electives,Section A,BSc-CE
8792ADB,Internet of Things,Schedule,Major Courses,Major Electives,Section A,BSc-CE
8792ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-CE
8792ADB,Engineering Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CE
8794ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section B,BSc-CS
8794ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
8794ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
8794ADB,Cloud Computing,Schedule,Major Courses,Major Electives,Section A,BSc-CS
8794ADB,Information and Systems Security,Schedule,Major Courses,Major Electives,Section A,BSc-CS
8798ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
8798ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
8798ADB,Applied Calculus - Part I,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-BA
8798ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-BA
8798ADB,African Trade and Regional Integration,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
8798ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-BA
8803ADB,Applied Project I (BA),Schedule,Major Courses,Capstone,Section A,BSc-MIS
8803ADB,AI in Business: Empowering Tomorrow's Leaders,Do not schedule,Major Courses,Major Electives,Section A,BSc-MIS
8803ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
8803ADB,E-Commerce,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
8803ADB,Information and Systems Security,Schedule,Major Courses,Major Electives,Section A,BSc-MIS
8806ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section C,BSc-BA
8806ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
8806ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
8806ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
8806ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-BA
8807ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
8807ADB,Applied Project I (BA),Schedule,Major Courses,Capstone,Section A,BSc-MIS
8807ADB,E-Commerce,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
8807ADB,Information and Systems Security,Schedule,Major Courses,Major Electives,Section A,BSc-MIS
8807ADB,African Cultural Institutions,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-MIS
8812ADB,Entrepreneurship I,Schedule,Major Courses,Capstone,Section A,BSc-BA
8812ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
8812ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
8812ADB,Organisational Development,Do not schedule,Major Courses,Major Electives,Section A,BSc-BA
8812ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
8812ADB,Pre-Calculus II,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-BA
8812ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-BA
8812ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-BA
8812ADB,African Cultural Institutions,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
8819ADB,AI in Business: Empowering Tomorrow's Leaders,Do not schedule,Major Courses,Major Electives,Section A,BSc-MIS
8819ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-MIS
8819ADB,E-Commerce,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
8819ADB,Information and Systems Security,Schedule,Major Courses,Major Electives,Section A,BSc-MIS
8830ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section C,BSc-CS
8830ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
8830ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CS
8830ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section D,BSc-CS
8830ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-CS
8843ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section B,BSc-CS
8843ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
8843ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
8843ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
8843ADB,E-Commerce,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
8843ADB,Machine Learning,Schedule,Major Courses,Major Electives,Section A,BSc-CS
8844ADB,Embedded Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
8844ADB,Internet of Things,Schedule,Major Courses,Major Electives,Section A,BSc-ME
8844ADB,Deep Learning,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-ME
8844ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-ME
8844ADB,Signals & Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
8844ADB,Engineering Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-ME
8851ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section B,BSc-CS
8851ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
8851ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
8851ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
8851ADB,Cloud Computing,Schedule,Major Courses,Major Electives,Section A,BSc-CS
8851ADB,Deep Learning,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
8855ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
8855ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
8855ADB,Undergraduate Thesis I (BA),Schedule,Major Courses,Capstone,Section A,BSc-BA
8855ADB,African Trade and Regional Integration,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
8861ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section B,BSc-CS
8861ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
8861ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
8861ADB,Cloud Computing,Schedule,Major Courses,Major Electives,Section A,BSc-CS
8861ADB,Crafting Cultures: Exploring African Cultures Through Ceramics and Pottery,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CS
8865ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
8865ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
8865ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
8865ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
8865ADB,Organisational Development,Do not schedule,Major Courses,Major Electives,Section A,BSc-BA
8881ADB,Entrepreneurship I,Schedule,Major Courses,Capstone,Section A,BSc-BA
8881ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
8881ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
8881ADB,Organisational Development,Do not schedule,Major Courses,Major Electives,Section A,BSc-BA
8881ADB,Strategic Brand Management,Schedule,Major Courses,Major Electives,Section A,BSc-BA
8882ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section A,BSc-CS
8882ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section C,BSc-CS
8882ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
8882ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
8882ADB,Internet of Things,Schedule,Major Courses,Major Electives,Section A,BSc-CS
8882ADB,Neo-Traditional African Dance Forms,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CS
8892ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section B,BSc-CS
8892ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
8892ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
8892ADB,Machine Learning,Schedule,Major Courses,Major Electives,Section A,BSc-CS
8892ADB,Cloud Computing,Schedule,Major Courses,Major Electives,Section A,BSc-CS
8904ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
8904ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
8904ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
8904ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
8904ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-BA
8917ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section A,BSc-CS
8917ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
8917ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
8917ADB,Machine Learning,Schedule,Major Courses,Major Electives,Section A,BSc-CS
8917ADB,Systems Analysis and Design,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
8921ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section C,BSc-CE
8921ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CE
8921ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CE
8921ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section B,BSc-CE
8921ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
8921ADB,Crafting Cultures: Exploring African Cultures Through Ceramics and Pottery,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CE
8925ADB,Entrepreneurship I,Schedule,Major Courses,Capstone,Section A,BSc-BA
8925ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
8925ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
8925ADB,Religion in Africa,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
8925ADB,African Cultural Institutions,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
8929ADB,Computer Organization and Architecture,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
8929ADB,Signals & Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
8929ADB,Instrumentation for Engineering,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
8929ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
8929ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CE
8930ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CE
8930ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
8930ADB,Statistics for Engineering and Economics,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-CE
8930ADB,Multivariable Calculus and Linear Algebra,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-CE
8930ADB,Physics: Electromagnetism,Schedule,Liberal Arts Core Courses,Science,Section B,BSc-CE
8930ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section F,BSc-CE
8935ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
8935ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
8935ADB,Web Technologies,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
8935ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
8935ADB,African Trade and Regional Integration,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CS
8940ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
8940ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
8940ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-BA
8940ADB,African Trade and Regional Integration,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
8940ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section F,BSc-BA
8954ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
8954ADB,Undergraduate Thesis I (BA),Schedule,Major Courses,Capstone,Section A,BSc-MIS
8954ADB,E-Commerce,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
8954ADB,Information and Systems Security,Schedule,Major Courses,Major Electives,Section A,BSc-MIS
8959ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
8959ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
8959ADB,Undergraduate Thesis I (BA),Schedule,Major Courses,Capstone,Section A,BSc-BA
8959ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-BA
8964ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section C,BSc-CS
8964ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
8964ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CS
8964ADB,Applied Calculus - Part I,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-CS
8964ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-CS
8964ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section E,BSc-CS
8966ADB,Statistics for Engineering and Economics,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-EEE
8966ADB,Thermodynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
8966ADB,Computer Aided Design and Manufacturing,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
8966ADB,Physics: Electromagnetism,Schedule,Liberal Arts Core Courses,Science,Section B,BSc-EEE
8966ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section E,BSc-EEE
8972ADB,Computer Organization and Architecture,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
8972ADB,Signals & Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
8972ADB,Instrumentation for Engineering,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
8972ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
8972ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CE
8980ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
8980ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section C,BSc-MIS
8980ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-MIS
8980ADB,Applied Calculus - Part I,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-MIS
8980ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-MIS
8980ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-MIS
8996ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
8996ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section C,BSc-CS
8996ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
8996ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
9005ADB,Computer Programming for CS,Schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
9005ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section C,BSc-MIS
9005ADB,Applied Calculus - Part I,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-MIS
9005ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-MIS
9005ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section E,BSc-MIS
9011ADB,AI in Business: Empowering Tomorrow's Leaders,Do not schedule,Major Courses,Major Electives,Section A,BSc-MIS
9011ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-MIS
9011ADB,E-Commerce,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
9011ADB,Cloud Computing,Schedule,Major Courses,Major Electives,Section A,BSc-MIS
9011ADB,Information and Systems Security,Schedule,Major Courses,Major Electives,Section A,BSc-MIS
9018ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section C,BSc-CS
9018ADB,Web Technologies,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
9018ADB,Systems Analysis and Design,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
9018ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-CS
9024ADB,AC Electrical Machines,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
9024ADB,Instrumentation for Engineering,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
9024ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
9024ADB,Mechanics of Materials,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
9024ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section B,BSc-ME
9031ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section C,BSc-CE
9031ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
9031ADB,Statistics for Engineering and Economics,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-CE
9031ADB,Physics: Electromagnetism,Schedule,Liberal Arts Core Courses,Science,Section A,BSc-CE
9031ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section I,BSc-CE
9034ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
9034ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
9034ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
9034ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
9034ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-BA
9053ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
9053ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
9053ADB,Applied Calculus - Part I,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-BA
9053ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-BA
9053ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section C,BSc-MIS
9053ADB,Web Technologies,Schedule,Major Courses,Required Major Classes,Section B,BSc-MIS
9053ADB,Systems Analysis and Design,Schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
9053ADB,Neo-Traditional African Dance Forms,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-MIS
9056ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section C,BSc-MIS
9056ADB,Web Technologies,Schedule,Major Courses,Required Major Classes,Section B,BSc-MIS
9056ADB,Systems Analysis and Design,Schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
9056ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-MIS
9060ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section A,BSc-CS
9060ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
9060ADB,Concepts of Programming Languages,Schedule,Major Courses,Major Electives,Section A,BSc-CS
9060ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
9060ADB,Machine Learning,Schedule,Major Courses,Major Electives,Section A,BSc-CS
9064ADB,Computer Programming for CS,Schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
9064ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section B,BSc-MIS
9064ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-MIS
9064ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section D,BSc-MIS
9064ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-MIS
9066ADB,Embedded Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
9066ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-EEE
9066ADB,Power Engineering,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
9066ADB,Power Systems Analysis,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
9066ADB,Engineering Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-EEE
9066ADB,Climate Change and Global Innovation,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-EEE
9070ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section C,BSc-MIS
9070ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section B,BSc-MIS
9070ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
9070ADB,Systems Analysis and Design,Schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
9073ADB,Computer Organization and Architecture,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
9073ADB,Signals & Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
9073ADB,Instrumentation for Engineering,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
